CROWN_FIRE_SPOTTING_PERCENT_MIN,CROWN_FIRE_SPOTTING_PERCENT_MAX,ENABLE_SURFACE_FIRE_SPOTTING,GLOBAL_SURFACE_FIRE_SPOTTING_PERCENT_MIN,GLOBAL_SURFACE_FIRE_SPOTTING_PERCENT_MAX,CRITICAL_SPOTTING_FIRELINE_INTENSITY,SPOTTING_DISTRIBUTION_TYPE,MEAN_SPOTTING_DIST_MIN,MEAN_SPOTTING_DIST_MAX,NORMALIZED_SPOTTING_DIST_VARIANCE_MIN,NORMALIZED_SPOTTING_DIST_VARIANCE_MAX,SPOT_WS_EXP_LO,SPOT_WS_EXP_HI,SPOT_FLIN_EXP_LO,SPOT_FLIN_EXP_HI,NEMBERS_MIN,NEMBERS_MAX_LO,NEMBERS_MAX_HI,PIGN_MIN,PIGN_MAX,INPUT_DIR,WIND_SPEED,WIND_DIRECTION,CROWN_FIRE_MODEL,CC,CBH,CBD,CH,Run Number
0.6,0.8,.TRUE.,0.3,0.5,904.0,'LOGNORMAL',35.0,41.0,2.0,3.0,0.3,0.6,0.2,0.5,1,1,1,33.0,62.0,inputs-1000M,11.9,237.1,0,-0.03,4.35,-2.59,0.02,109
0.5,0.7,.TRUE.,0.5,0.6,2655.0,'LOGNORMAL',73.0,154.0,1.0,3.0,0.3,0.6,0.4,0.4,1,1,2,83.0,84.0,inputs,3.7,172.7,0,0.08,3.72,-5.78,-0.09,110
0.8,0.8,.TRUE.,0.2,0.5,499.0,'LOGNORMAL',167.0,177.0,2.0,3.0,0.3,0.7,0.1,0.3,1,1,1,43.0,68.0,inputs,19.5,-19.1,1,0.09,3.6,-0.06,0.04,111
0.4,0.7,.TRUE.,0.1,0.3,445.0,'LOGNORMAL',63.0,136.0,1.0,2.0,0.3,0.6,0.5,0.7,1,1,2,46.0,76.0,inputs-1000M,15.6,-93.4,0,0.09,-4.7,-0.08,1.01,112
0.2,0.3,.TRUE.,0.2,0.4,956.0,'LOGNORMAL',93.0,126.0,1.0,3.0,0.2,0.4,0.1,0.4,1,1,2,44.0,62.0,inputs-500M,19.4,-340.2,1,0.04,3.49,-4.23,-0.04,113
0.5,0.6,.TRUE.,0.3,0.4,1946.0,'LOGNORMAL',6.0,12.0,2.0,2.0,0.2,0.5,0.2,0.3,1,1,2,59.0,94.0,inputs-1000M,1.2,-246.7,0,0.08,4.5,-0.01,0.39,114
0.3,0.5,.TRUE.,0.6,0.7,2067.0,'LOGNORMAL',174.0,185.0,1.0,3.0,0.2,0.4,0.4,0.5,1,1,2,49.0,56.0,inputs-500M,10.2,221.7,0,0.03,0.62,0.01,1.91,115
0.2,0.3,.TRUE.,0.1,0.4,1471.0,'LOGNORMAL',44.0,53.0,2.0,3.0,0.2,0.3,0.3,0.6,1,1,2,48.0,69.0,inputs,17.4,193.1,0,0.05,4.16,-3.18,0.01,116
0.6,0.8,.TRUE.,0.4,0.7,1261.0,'LOGNORMAL',21.0,169.0,1.0,3.0,0.5,0.6,0.4,0.6,1,1,2,60.0,70.0,inputs-500M,8.4,-342.4,1,-0.02,-2.93,-3.69,0.07,117
0.2,0.7,.TRUE.,0.6,0.7,774.0,'LOGNORMAL',49.0,162.0,1.0,2.0,0.2,0.5,0.1,0.2,1,1,2,22.0,87.0,inputs,14.2,166.2,0,-0.07,4.97,-4.32,-0.1,118
0.4,0.5,.TRUE.,0.4,0.6,1666.0,'LOGNORMAL',6.0,129.0,2.0,3.0,0.3,0.3,0.3,0.4,1,1,2,20.0,40.0,inputs-1000M,11.4,-249.7,1,0.01,4.7,-2.9,0.04,119
0.1,0.5,.TRUE.,0.4,0.6,584.0,'LOGNORMAL',120.0,140.0,2.0,2.0,0.3,0.4,0.2,0.4,1,1,1,6.0,86.0,inputs,5.1,271.4,1,-0.04,-1.54,-4.5,-0.04,120
0.6,0.7,.TRUE.,0.2,0.5,1451.0,'LOGNORMAL',70.0,106.0,2.0,2.0,0.3,0.3,0.3,0.5,1,1,1,2.0,92.0,inputs-500M,16.9,-228.5,0,0.09,3.88,-4.79,-0.0,121
0.3,0.7,.TRUE.,0.1,0.7,1926.0,'LOGNORMAL',28.0,119.0,1.0,3.0,0.2,0.3,0.1,0.4,1,1,1,42.0,78.0,inputs-500M,6.9,332.7,1,-0.02,3.08,-5.77,-0.07,122
0.6,0.6,.TRUE.,0.4,0.6,2384.0,'LOGNORMAL',95.0,197.0,2.0,3.0,0.2,0.4,0.2,0.4,1,1,2,50.0,97.0,inputs-1000M,16.4,-298.6,1,0.06,2.48,-2.21,0.01,123
0.2,0.2,.TRUE.,0.5,0.6,744.0,'LOGNORMAL',43.0,68.0,2.0,3.0,0.2,0.6,0.2,0.5,1,1,1,39.0,78.0,inputs-500M,15.3,-4.9,1,-0.06,1.43,-3.77,-0.04,124
0.3,0.6,.TRUE.,0.5,0.6,2673.0,'LOGNORMAL',4.0,111.0,1.0,2.0,0.1,0.4,0.5,0.6,1,1,2,33.0,71.0,inputs,8.6,58.6,1,-0.06,-3.48,-2.78,-0.05,125
0.2,0.7,.TRUE.,0.2,0.5,1967.0,'LOGNORMAL',72.0,158.0,2.0,2.0,0.2,0.6,0.2,0.4,1,1,2,8.0,50.0,inputs,7.9,170.9,1,-0.04,-1.4,-0.05,5.23,126
0.5,0.7,.TRUE.,0.2,0.3,1312.0,'LOGNORMAL',99.0,184.0,2.0,2.0,0.4,0.4,0.2,0.4,1,1,2,37.0,93.0,inputs,8.8,60.6,0,-0.02,-2.78,-2.37,0.0,127
0.2,0.4,.TRUE.,0.2,0.5,1768.0,'LOGNORMAL',84.0,179.0,2.0,2.0,0.2,0.3,0.2,0.6,1,1,1,50.0,94.0,inputs-500M,12.0,136.4,1,0.04,0.44,-3.47,0.09,128
0.5,0.6,.TRUE.,0.1,0.4,2646.0,'LOGNORMAL',127.0,133.0,1.0,3.0,0.6,0.7,0.3,0.5,2,2,2,47.0,56.0,inputs-1000M,11.2,-308.2,1,0.08,-4.73,-6.67,0.05,129
0.2,0.5,.TRUE.,0.5,0.6,348.0,'LOGNORMAL',55.0,138.0,2.0,3.0,0.3,0.3,0.5,0.7,1,1,2,2.0,34.0,inputs,16.8,230.1,1,0.1,-1.77,-5.37,0.01,130
0.1,0.1,.TRUE.,0.2,0.2,2417.0,'LOGNORMAL',19.0,36.0,2.0,2.0,0.2,0.6,0.2,0.5,1,1,1,7.0,27.0,inputs,9.7,199.5,1,0.01,3.01,0.1,0.3,131
0.2,0.7,.TRUE.,0.3,0.7,2400.0,'LOGNORMAL',23.0,144.0,2.0,2.0,0.1,0.2,0.2,0.3,1,1,1,68.0,99.0,inputs,9.1,99.4,1,-0.0,1.79,0.04,5.45,132
0.6,0.7,.TRUE.,0.1,0.3,1604.0,'LOGNORMAL',67.0,197.0,1.0,2.0,0.2,0.6,0.5,0.7,1,1,2,13.0,89.0,inputs,6.4,-241.2,0,0.07,2.54,-5.45,0.04,133
0.1,0.4,.TRUE.,0.3,0.6,2264.0,'LOGNORMAL',38.0,180.0,2.0,3.0,0.3,0.7,0.2,0.2,1,1,1,3.0,96.0,inputs,18.8,-133.9,0,0.01,3.18,-4.19,-0.07,134
0.3,0.6,.TRUE.,0.6,0.7,2587.0,'LOGNORMAL',50.0,135.0,2.0,2.0,0.2,0.7,0.4,0.6,1,1,1,90.0,97.0,inputs,2.1,61.9,1,-0.05,-1.33,-5.41,-0.03,135
0.3,0.6,.TRUE.,0.4,0.6,677.0,'LOGNORMAL',27.0,149.0,1.0,3.0,0.5,0.6,0.1,0.5,1,1,2,22.0,30.0,inputs,11.0,186.6,1,0.03,2.32,0.07,6.97,136
0.5,0.6,.TRUE.,0.2,0.6,121.0,'LOGNORMAL',28.0,66.0,1.0,3.0,0.2,0.2,0.3,0.7,2,2,2,59.0,99.0,inputs-500M,10.3,221.3,0,-0.01,-4.0,-0.04,0.88,137
0.3,0.4,.TRUE.,0.5,0.6,2788.0,'LOGNORMAL',66.0,74.0,1.0,2.0,0.2,0.2,0.2,0.7,1,1,1,69.0,95.0,inputs-1000M,17.8,-174.1,0,0.02,3.83,-0.02,2.62,138
0.2,0.4,.TRUE.,0.2,0.7,1942.0,'LOGNORMAL',39.0,72.0,2.0,3.0,0.1,0.5,0.2,0.5,1,1,2,24.0,53.0,inputs-1000M,3.3,-100.2,1,-0.0,4.18,0.06,4.25,139
0.2,0.6,.TRUE.,0.2,0.4,381.0,'LOGNORMAL',98.0,162.0,2.0,2.0,0.2,0.6,0.2,0.2,2,2,2,29.0,90.0,inputs-1000M,10.7,68.1,1,0.1,-3.61,-0.09,-0.04,140
0.3,0.4,.TRUE.,0.6,0.7,1590.0,'LOGNORMAL',53.0,136.0,1.0,3.0,0.3,0.5,0.2,0.7,1,1,2,26.0,97.0,inputs-500M,16.0,297.5,1,-0.06,0.58,0.03,4.01,141
0.2,0.2,.TRUE.,0.5,0.7,632.0,'LOGNORMAL',154.0,199.0,2.0,2.0,0.1,0.2,0.2,0.3,1,1,2,15.0,50.0,inputs-1000M,18.9,152.8,1,-0.01,4.65,0.03,5.54,142
0.2,0.6,.TRUE.,0.3,0.6,1289.0,'LOGNORMAL',30.0,190.0,1.0,2.0,0.5,0.7,0.4,0.6,1,1,1,4.0,92.0,inputs-500M,4.1,273.8,1,0.05,-2.46,0.05,4.06,143
0.2,0.5,.TRUE.,0.2,0.6,990.0,'LOGNORMAL',16.0,125.0,2.0,2.0,0.5,0.5,0.1,0.3,2,2,2,8.0,97.0,inputs-1000M,3.1,294.2,1,-0.01,2.24,0.07,3.03,144
0.1,0.6,.TRUE.,0.2,0.6,2259.0,'LOGNORMAL',2.0,45.0,2.0,2.0,0.2,0.4,0.2,0.4,1,1,2,36.0,58.0,inputs,9.6,-338.3,0,0.0,4.88,-3.05,0.08,145
0.3,0.3,.TRUE.,0.2,0.6,538.0,'LOGNORMAL',71.0,171.0,1.0,3.0,0.4,0.4,0.1,0.2,1,1,2,11.0,97.0,inputs-1000M,17.0,129.0,1,-0.05,-0.12,0.08,4.88,146
0.4,0.7,.TRUE.,0.1,0.5,2118.0,'LOGNORMAL',23.0,146.0,2.0,3.0,0.2,0.4,0.6,0.6,2,2,2,41.0,57.0,inputs-1000M,17.2,143.2,1,0.02,-0.08,-0.0,2.2,147
0.5,0.6,.TRUE.,0.2,0.7,2808.0,'LOGNORMAL',23.0,151.0,1.0,3.0,0.4,0.4,0.1,0.3,1,1,2,20.0,69.0,inputs-500M,6.7,-62.9,1,0.08,-1.85,-3.64,0.03,148
0.1,0.2,.TRUE.,0.1,0.3,264.0,'LOGNORMAL',38.0,128.0,1.0,3.0,0.1,0.5,0.4,0.4,1,1,1,80.0,94.0,inputs-500M,12.0,2.0,1,0.07,-2.72,-2.01,0.01,149
0.2,0.3,.TRUE.,0.1,0.2,2127.0,'LOGNORMAL',64.0,74.0,2.0,3.0,0.3,0.5,0.2,0.6,1,1,2,28.0,82.0,inputs-500M,15.1,224.0,1,0.04,-1.74,-0.02,3.44,150
0.4,0.7,.TRUE.,0.1,0.6,92.0,'LOGNORMAL',44.0,73.0,2.0,2.0,0.5,0.6,0.3,0.6,1,1,2,83.0,93.0,inputs-1000M,16.8,250.7,0,0.03,0.91,0.07,2.83,151
0.2,0.7,.TRUE.,0.5,0.6,2300.0,'LOGNORMAL',125.0,132.0,2.0,3.0,0.1,0.5,0.4,0.5,2,2,2,83.0,99.0,inputs,17.5,-107.9,0,0.02,4.09,-0.03,1.06,152
0.3,0.5,.TRUE.,0.4,0.5,712.0,'LOGNORMAL',49.0,103.0,1.0,3.0,0.2,0.3,0.2,0.6,1,1,2,16.0,47.0,inputs,2.3,192.2,0,0.04,-3.7,0.08,6.44,153
0.4,0.6,.TRUE.,0.4,0.6,303.0,'LOGNORMAL',19.0,38.0,2.0,3.0,0.2,0.2,0.5,0.6,2,2,2,20.0,41.0,inputs-500M,4.5,224.9,1,-0.05,-4.76,-6.54,-0.1,154
0.2,0.7,.TRUE.,0.4,0.6,2925.0,'LOGNORMAL',69.0,181.0,2.0,2.0,0.3,0.5,0.3,0.6,2,2,2,67.0,67.0,inputs,1.0,-289.4,1,0.02,-2.61,-3.02,-0.06,155
0.5,0.6,.TRUE.,0.2,0.4,1722.0,'LOGNORMAL',164.0,164.0,1.0,2.0,0.3,0.3,0.3,0.6,2,2,2,3.0,36.0,inputs-1000M,9.5,-138.1,0,-0.06,-0.36,0.03,4.92,156
0.6,0.6,.TRUE.,0.4,0.5,1361.0,'LOGNORMAL',102.0,173.0,2.0,2.0,0.3,0.3,0.2,0.4,2,2,2,62.0,100.0,inputs-500M,5.4,-183.3,0,-0.04,-1.98,-0.04,3.93,157
0.5,0.5,.TRUE.,0.1,0.3,2161.0,'LOGNORMAL',28.0,97.0,2.0,2.0,0.5,0.6,0.5,0.6,1,1,2,41.0,92.0,inputs,7.1,2.3,1,0.06,4.23,-2.14,0.06,158
0.2,0.6,.TRUE.,0.2,0.4,241.0,'LOGNORMAL',11.0,93.0,2.0,2.0,0.4,0.5,0.2,0.6,1,1,2,52.0,67.0,inputs-1000M,17.5,-198.7,1,-0.06,2.02,-2.09,-0.09,159
0.4,0.8,.TRUE.,0.3,0.5,157.0,'LOGNORMAL',77.0,80.0,1.0,3.0,0.3,0.5,0.2,0.4,2,2,2,42.0,52.0,inputs-1000M,15.1,62.7,1,-0.01,-4.41,-1.77,0.01,160
0.3,0.5,.TRUE.,0.3,0.7,1711.0,'LOGNORMAL',66.0,162.0,1.0,2.0,0.3,0.6,0.1,0.4,2,2,2,21.0,52.0,inputs-500M,16.0,-237.2,0,0.04,4.64,-0.01,5.95,161
0.4,0.5,.TRUE.,0.2,0.4,1050.0,'LOGNORMAL',138.0,158.0,2.0,3.0,0.2,0.6,0.5,0.7,1,1,2,52.0,61.0,inputs-1000M,6.0,-231.2,0,0.01,-0.7,-1.48,0.05,162
0.2,0.5,.TRUE.,0.1,0.3,2510.0,'LOGNORMAL',48.0,91.0,2.0,2.0,0.1,0.2,0.3,0.6,2,2,2,51.0,89.0,inputs-500M,18.5,211.7,1,-0.06,1.91,-0.09,4.67,163
0.2,0.4,.TRUE.,0.3,0.4,2040.0,'LOGNORMAL',82.0,189.0,2.0,2.0,0.3,0.6,0.2,0.7,1,1,2,31.0,65.0,inputs-500M,14.7,116.4,0,0.03,1.44,-2.12,0.04,164
0.5,0.7,.TRUE.,0.4,0.7,848.0,'LOGNORMAL',78.0,149.0,2.0,2.0,0.3,0.7,0.1,0.6,1,1,1,84.0,87.0,inputs-500M,14.1,-71.4,1,0.04,0.82,-5.1,0.02,165
0.3,0.7,.TRUE.,0.2,0.2,896.0,'LOGNORMAL',43.0,57.0,1.0,2.0,0.1,0.7,0.3,0.3,2,2,2,62.0,63.0,inputs-1000M,11.5,-241.7,1,-0.02,1.95,-6.36,-0.01,166
0.1,0.2,.TRUE.,0.3,0.4,642.0,'LOGNORMAL',37.0,122.0,1.0,2.0,0.3,0.3,0.5,0.7,1,1,2,28.0,77.0,inputs-500M,18.6,149.6,1,-0.1,-2.81,-0.48,0.06,167
0.5,0.7,.TRUE.,0.1,0.4,74.0,'LOGNORMAL',76.0,115.0,2.0,3.0,0.1,0.4,0.1,0.6,2,2,2,20.0,38.0,inputs-500M,3.8,245.8,0,-0.09,-2.09,-0.01,2.41,168
0.1,0.6,.TRUE.,0.4,0.4,346.0,'LOGNORMAL',51.0,184.0,2.0,3.0,0.1,0.5,0.3,0.3,1,1,2,25.0,82.0,inputs-500M,3.4,8.4,0,0.03,4.24,0.08,1.88,169
0.1,0.6,.TRUE.,0.3,0.4,2186.0,'LOGNORMAL',51.0,130.0,1.0,3.0,0.4,0.7,0.2,0.3,1,1,2,41.0,83.0,inputs-1000M,6.4,-341.3,0,0.04,0.64,-1.74,0.07,170
0.5,0.5,.TRUE.,0.2,0.7,2766.0,'LOGNORMAL',38.0,172.0,2.0,3.0,0.2,0.7,0.1,0.4,2,2,2,33.0,77.0,inputs-500M,15.8,239.4,1,0.02,0.69,0.05,3.95,171
0.2,0.5,.TRUE.,0.3,0.6,336.0,'LOGNORMAL',11.0,15.0,1.0,2.0,0.2,0.5,0.4,0.6,1,1,2,10.0,16.0,inputs-500M,14.0,198.9,1,0.09,-2.36,-0.06,1.55,172
0.1,0.8,.TRUE.,0.5,0.6,2663.0,'LOGNORMAL',106.0,169.0,2.0,3.0,0.5,0.5,0.2,0.2,1,1,2,14.0,98.0,inputs,7.5,107.3,1,-0.06,-0.58,-6.24,0.08,173
0.3,0.7,.TRUE.,0.2,0.4,1193.0,'LOGNORMAL',146.0,194.0,2.0,2.0,0.2,0.2,0.4,0.5,1,1,2,24.0,81.0,inputs,9.4,103.2,0,-0.03,-1.03,-0.02,2.57,174
0.4,0.5,.TRUE.,0.1,0.5,2256.0,'LOGNORMAL',44.0,105.0,1.0,3.0,0.3,0.6,0.6,0.6,1,1,1,12.0,87.0,inputs-500M,6.5,-309.4,1,0.01,0.32,0.07,0.85,175
0.2,0.6,.TRUE.,0.4,0.6,2928.0,'LOGNORMAL',125.0,183.0,1.0,3.0,0.1,0.3,0.4,0.6,1,1,2,45.0,65.0,inputs-500M,2.0,-86.9,0,-0.02,-2.29,-5.38,-0.09,176
0.3,0.7,.TRUE.,0.6,0.6,1132.0,'LOGNORMAL',165.0,195.0,2.0,2.0,0.2,0.4,0.4,0.5,1,1,1,28.0,48.0,inputs,4.3,-218.3,0,0.05,-0.05,-0.04,3.88,177
0.2,0.7,.TRUE.,0.2,0.3,247.0,'LOGNORMAL',125.0,129.0,1.0,3.0,0.3,0.5,0.4,0.4,1,1,2,33.0,61.0,inputs-500M,4.0,173.1,0,-0.01,4.81,-0.01,2.41,178
0.4,0.7,.TRUE.,0.3,0.3,330.0,'LOGNORMAL',13.0,82.0,1.0,2.0,0.3,0.4,0.5,0.7,1,1,2,12.0,31.0,inputs,1.6,140.4,1,0.05,-4.62,-0.07,-0.07,179
0.1,0.5,.TRUE.,0.3,0.4,386.0,'LOGNORMAL',5.0,193.0,2.0,3.0,0.3,0.3,0.3,0.3,1,1,2,25.0,55.0,inputs-1000M,0.2,56.7,1,-0.07,-0.03,-2.65,0.04,180
0.2,0.3,.TRUE.,0.2,0.3,371.0,'LOGNORMAL',167.0,177.0,1.0,3.0,0.1,0.7,0.5,0.6,1,1,2,10.0,54.0,inputs-500M,14.2,131.4,0,-0.04,-4.42,-4.85,0.01,181
0.2,0.6,.TRUE.,0.4,0.5,2911.0,'LOGNORMAL',46.0,159.0,1.0,2.0,0.4,0.6,0.3,0.5,1,1,1,18.0,32.0,inputs-500M,1.9,5.6,0,0.08,-3.2,-0.03,3.58,182
0.3,0.6,.TRUE.,0.5,0.6,1127.0,'LOGNORMAL',71.0,92.0,1.0,3.0,0.4,0.7,0.4,0.6,1,1,2,17.0,21.0,inputs-1000M,19.2,205.1,0,-0.09,3.61,-0.56,-0.01,183
0.4,0.8,.TRUE.,0.4,0.5,2558.0,'LOGNORMAL',7.0,31.0,2.0,2.0,0.3,0.5,0.1,0.3,1,1,1,88.0,90.0,inputs-1000M,2.0,342.2,0,-0.0,3.24,-1.79,0.03,184
0.4,0.5,.TRUE.,0.1,0.4,2280.0,'LOGNORMAL',27.0,41.0,1.0,3.0,0.4,0.6,0.2,0.4,1,1,2,11.0,36.0,inputs-1000M,10.2,176.9,0,0.04,0.27,-0.04,5.58,185
0.1,0.8,.TRUE.,0.2,0.5,841.0,'LOGNORMAL',47.0,183.0,2.0,3.0,0.4,0.5,0.1,0.2,1,1,1,89.0,95.0,inputs-500M,1.9,-191.3,1,0.09,-3.23,-3.76,-0.01,186
0.3,0.4,.TRUE.,0.2,0.2,2399.0,'LOGNORMAL',28.0,115.0,2.0,3.0,0.5,0.5,0.5,0.7,1,1,2,50.0,99.0,inputs,15.3,92.8,0,0.04,3.25,-1.03,-0.05,187
0.3,0.7,.TRUE.,0.3,0.4,1329.0,'LOGNORMAL',92.0,124.0,2.0,2.0,0.2,0.2,0.2,0.2,1,1,2,25.0,45.0,inputs,19.6,20.7,0,-0.08,1.38,-5.03,-0.08,188
0.2,0.4,.TRUE.,0.2,0.7,436.0,'LOGNORMAL',29.0,156.0,2.0,3.0,0.4,0.4,0.1,0.3,1,1,1,45.0,77.0,inputs-1000M,17.5,-50.0,0,0.02,-3.66,-0.08,3.1,189
0.5,0.7,.TRUE.,0.4,0.6,260.0,'LOGNORMAL',110.0,181.0,1.0,3.0,0.2,0.2,0.1,0.6,2,2,2,71.0,73.0,inputs,15.0,-184.8,0,0.1,4.6,-3.38,0.02,190
0.6,0.7,.TRUE.,0.3,0.5,1445.0,'LOGNORMAL',11.0,60.0,1.0,3.0,0.5,0.6,0.1,0.6,1,1,1,31.0,47.0,inputs,4.8,-43.2,0,0.07,-0.09,-0.27,0.03,191
0.2,0.7,.TRUE.,0.3,0.6,2468.0,'LOGNORMAL',82.0,113.0,1.0,3.0,0.4,0.6,0.2,0.5,1,1,1,5.0,56.0,inputs,4.1,127.7,1,-0.04,2.39,-2.65,-0.01,192
0.3,0.4,.TRUE.,0.4,0.7,532.0,'LOGNORMAL',20.0,191.0,2.0,2.0,0.3,0.5,0.3,0.7,2,2,2,69.0,88.0,inputs-1000M,13.7,325.2,1,0.0,-2.96,-0.09,1.19,193
0.4,0.4,.TRUE.,0.2,0.6,2887.0,'LOGNORMAL',5.0,35.0,1.0,2.0,0.5,0.7,0.2,0.3,1,1,2,27.0,96.0,inputs-500M,18.3,-151.5,0,0.04,-0.52,-3.23,0.05,194
0.4,0.8,.TRUE.,0.5,0.5,185.0,'LOGNORMAL',2.0,198.0,1.0,3.0,0.1,0.2,0.3,0.4,1,1,2,74.0,75.0,inputs-1000M,15.1,-91.1,0,-0.01,3.19,0.08,4.23,195
0.2,0.3,.TRUE.,0.4,0.7,724.0,'LOGNORMAL',38.0,91.0,1.0,2.0,0.1,0.5,0.5,0.7,1,1,1,43.0,46.0,inputs-500M,8.3,37.8,0,0.03,-1.67,-0.08,3.46,196
0.2,0.5,.TRUE.,0.1,0.3,1351.0,'LOGNORMAL',35.0,187.0,2.0,3.0,0.2,0.4,0.1,0.6,1,1,1,24.0,54.0,inputs-500M,5.8,113.5,0,0.02,3.83,0.01,2.11,197
0.2,0.7,.TRUE.,0.4,0.6,2818.0,'LOGNORMAL',116.0,188.0,1.0,2.0,0.1,0.6,0.6,0.7,1,1,1,26.0,98.0,inputs,7.6,335.6,1,-0.04,2.0,-0.08,3.72,198
0.7,0.8,.TRUE.,0.5,0.6,269.0,'LOGNORMAL',58.0,182.0,1.0,2.0,0.2,0.6,0.3,0.7,2,2,2,70.0,88.0,inputs,13.6,-200.1,0,0.0,2.91,0.0,3.35,199
0.2,0.6,.TRUE.,0.5,0.6,1298.0,'LOGNORMAL',8.0,159.0,2.0,3.0,0.1,0.2,0.4,0.5,1,1,2,21.0,64.0,inputs-1000M,10.0,80.6,0,-0.02,0.46,-0.09,-0.0,200
0.6,0.7,.TRUE.,0.2,0.3,1817.0,'LOGNORMAL',72.0,146.0,2.0,3.0,0.3,0.5,0.2,0.2,1,1,1,77.0,78.0,inputs-1000M,16.9,-196.7,1,0.02,-2.14,-6.03,-0.02,201
0.3,0.6,.TRUE.,0.3,0.5,1159.0,'LOGNORMAL',56.0,195.0,1.0,3.0,0.3,0.4,0.2,0.7,1,1,2,4.0,89.0,inputs-1000M,8.2,63.4,1,0.01,2.75,-0.09,5.41,202
0.3,0.3,.TRUE.,0.6,0.7,526.0,'LOGNORMAL',164.0,166.0,1.0,3.0,0.2,0.5,0.2,0.3,2,2,2,57.0,95.0,inputs-500M,13.1,-21.2,1,-0.08,4.93,-0.02,5.72,203
0.2,0.7,.TRUE.,0.3,0.4,2406.0,'LOGNORMAL',121.0,193.0,2.0,3.0,0.2,0.5,0.5,0.6,2,2,2,22.0,93.0,inputs-1000M,2.7,105.8,1,-0.08,2.43,-5.63,0.01,204
0.2,0.5,.TRUE.,0.6,0.7,1683.0,'LOGNORMAL',141.0,192.0,1.0,3.0,0.5,0.6,0.2,0.4,2,2,2,22.0,94.0,inputs,9.4,-148.0,0,0.04,-1.25,-0.08,0.09,205
0.3,0.6,.TRUE.,0.5,0.6,1780.0,'LOGNORMAL',121.0,166.0,1.0,3.0,0.6,0.7,0.4,0.7,1,1,2,23.0,78.0,inputs-1000M,11.2,-157.5,1,-0.08,-3.05,-3.3,-0.09,206
0.4,0.7,.TRUE.,0.4,0.4,2717.0,'LOGNORMAL',137.0,137.0,1.0,3.0,0.2,0.5,0.5,0.6,1,1,1,35.0,66.0,inputs-500M,6.6,-9.4,1,0.07,-4.12,0.04,0.58,207
0.2,0.6,.TRUE.,0.5,0.5,1989.0,'LOGNORMAL',47.0,67.0,1.0,3.0,0.3,0.7,0.2,0.4,1,1,2,57.0,86.0,inputs-1000M,4.4,-294.3,1,0.08,-3.56,0.09,4.82,208
0.3,0.7,.TRUE.,0.3,0.5,113.0,'LOGNORMAL',93.0,168.0,2.0,2.0,0.1,0.4,0.5,0.6,1,1,1,68.0,94.0,inputs-1000M,18.1,-196.0,1,-0.08,1.24,0.06,1.68,209
0.4,0.4,.TRUE.,0.3,0.6,2811.0,'LOGNORMAL',81.0,195.0,1.0,2.0,0.2,0.7,0.2,0.4,1,1,1,1.0,67.0,inputs-1000M,14.3,-219.4,1,0.08,-2.64,-0.08,2.51,210
0.5,0.6,.TRUE.,0.3,0.6,2951.0,'LOGNORMAL',9.0,175.0,1.0,3.0,0.3,0.4,0.3,0.7,1,1,2,7.0,41.0,inputs,12.0,-14.3,0,0.07,-3.68,-3.12,-0.03,211
0.4,0.6,.TRUE.,0.1,0.2,1467.0,'LOGNORMAL',47.0,186.0,1.0,2.0,0.5,0.7,0.3,0.3,1,1,2,14.0,79.0,inputs,11.6,356.2,0,-0.04,3.05,-0.34,0.08,212
0.6,0.8,.TRUE.,0.2,0.4,2890.0,'LOGNORMAL',23.0,198.0,2.0,2.0,0.5,0.6,0.1,0.5,1,1,2,6.0,51.0,inputs-500M,7.2,-295.5,1,0.09,-1.99,-4.99,0.1,213
0.2,0.5,.TRUE.,0.2,0.6,390.0,'LOGNORMAL',55.0,152.0,1.0,2.0,0.6,0.7,0.6,0.6,1,1,2,15.0,40.0,inputs-1000M,17.8,299.0,0,0.08,-1.93,0.01,5.14,214
0.1,0.5,.TRUE.,0.5,0.6,1931.0,'LOGNORMAL',43.0,55.0,2.0,3.0,0.1,0.3,0.4,0.6,1,1,2,69.0,71.0,inputs,15.9,-128.2,1,-0.04,0.73,-5.07,-0.04,215
0.4,0.5,.TRUE.,0.6,0.6,2251.0,'LOGNORMAL',139.0,181.0,2.0,3.0,0.1,0.5,0.3,0.4,2,2,2,28.0,70.0,inputs-1000M,9.7,-303.1,0,-0.07,0.02,-1.87,-0.02,216
0.6,0.8,.TRUE.,0.3,0.4,2545.0,'LOGNORMAL',90.0,180.0,1.0,3.0,0.2,0.4,0.2,0.5,1,1,2,27.0,79.0,inputs-500M,0.4,-135.6,0,0.03,1.93,-2.81,0.07,217
0.3,0.4,.TRUE.,0.2,0.2,141.0,'LOGNORMAL',37.0,117.0,2.0,2.0,0.3,0.3,0.1,0.2,1,1,2,12.0,21.0,inputs,16.6,-263.7,1,0.04,-4.99,-0.03,4.82,218
0.4,0.5,.TRUE.,0.2,0.6,2615.0,'LOGNORMAL',127.0,159.0,2.0,2.0,0.4,0.4,0.3,0.3,2,2,2,3.0,25.0,inputs,0.1,-116.6,0,-0.04,3.43,-0.01,1.28,219
0.4,0.6,.TRUE.,0.5,0.6,2106.0,'LOGNORMAL',83.0,90.0,1.0,3.0,0.5,0.6,0.1,0.4,1,1,2,58.0,78.0,inputs-1000M,1.1,-153.2,0,0.07,-3.89,0.09,2.93,220
