ENABLE_SPOTTING,ENABLE_SURFACE_FIRE_SPOTTING,SURFACE_FIRE_SPOTTING_PERCENT,CRITICAL_SPOTTING_FIRELINE_INTENSITY,SPOTTING_TYPE,MEAN_SPOTTING_DIST_MAX,NORMALIZED_SPOTTING_DIST_VARIANCE_MAX,SPOT_WS_EXP_HI,SPOT_FLIN_EXP_HI,NEMBERS_MAX_HI,GLOBAL_SURFACE_FIRE_SPOTTING_PERCENT_MAX,CROWN_FIRE_SPOTTING_PERCENT_MAX,PIGN_MAX,CROWN_FIRE_MODEL,WIND_SPEED,WIND_DIRECTION,CC,CBH,CH,CBD,M1,M10,M100
0.84375,0.21875,0.21875,5437.5,1.53125,449.21875,2.78125,0.240625,0.746875,5.53125,0.859375,0.690625,90.71875,0.90625,11.875,-157.5,-0.09375,3.4375,-6.5625,-0.043750000000000004,0.9375,-0.6875,0.6875
0.84375,0.21875,0.21875,5437.5,1.53125,449.21875,2.78125,0.184375,0.184375,5.53125,0.859375,0.690625,90.71875,0.90625,11.875,-157.5,-0.09375,3.4375,-6.5625,-0.043750000000000004,0.9375,-0.6875,0.6875
0.84375,0.21875,0.21875,5437.5,1.53125,449.21875,2.78125,0.184375,0.746875,2.71875,0.859375,0.690625,90.71875,0.90625,11.875,-157.5,-0.09375,3.4375,-6.5625,-0.043750000000000004,0.9375,-0.6875,0.6875
0.84375,0.21875,0.21875,5437.5,1.53125,449.21875,2.78125,0.184375,0.746875,5.53125,0.240625,0.690625,90.71875,0.90625,11.875,-157.5,-0.09375,3.4375,-6.5625,-0.043750000000000004,0.9375,-0.6875,0.6875
0.84375,0.21875,0.21875,5437.5,1.53125,449.21875,2.78125,0.184375,0.746875,5.53125,0.859375,0.746875,90.71875,0.90625,11.875,-157.5,-0.09375,3.4375,-6.5625,-0.043750000000000004,0.9375,-0.6875,0.6875
0.84375,0.21875,0.21875,5437.5,1.53125,449.21875,2.78125,0.184375,0.746875,5.53125,0.859375,0.690625,22.65625,0.90625,11.875,-157.5,-0.09375,3.4375,-6.5625,-0.043750000000000004,0.9375,-0.6875,0.6875
0.84375,0.21875,0.21875,5437.5,1.53125,449.21875,2.78125,0.184375,0.746875,5.53125,0.859375,0.690625,90.71875,0.03125,11.875,-157.5,-0.09375,3.4375,-6.5625,-0.043750000000000004,0.9375,-0.6875,0.6875
0.84375,0.21875,0.21875,5437.5,1.53125,449.21875,2.78125,0.184375,0.746875,5.53125,0.859375,0.690625,90.71875,0.90625,5.625,-157.5,-0.09375,3.4375,-6.5625,-0.043750000000000004,0.9375,-0.6875,0.6875
0.84375,0.21875,0.21875,5437.5,1.53125,449.21875,2.78125,0.184375,0.746875,5.53125,0.859375,0.690625,90.71875,0.90625,11.875,-157.5,-0.09375,3.4375,-6.5625,-0.043750000000000004,0.9375,-0.6875,0.6875
0.84375,0.21875,0.21875,5437.5,1.53125,449.21875,2.78125,0.184375,0.746875,5.53125,0.859375,0.690625,90.71875,0.90625,11.875,-157.5,0.03125,3.4375,-6.5625,-0.043750000000000004,0.9375,-0.6875,0.6875
0.84375,0.21875,0.21875,5437.5,1.53125,449.21875,2.78125,0.184375,0.746875,5.53125,0.859375,0.690625,90.71875,0.90625,11.875,-157.5,-0.09375,-3.4375,-6.5625,-0.043750000000000004,0.9375,-0.6875,0.6875
0.84375,0.21875,0.21875,5437.5,1.53125,449.21875,2.78125,0.184375,0.746875,5.53125,0.859375,0.690625,90.71875,0.90625,11.875,-157.5,-0.09375,3.4375,1.3125,-0.043750000000000004,0.9375,-0.6875,0.6875
0.84375,0.21875,0.21875,5437.5,1.53125,449.21875,2.78125,0.184375,0.746875,5.53125,0.859375,0.690625,90.71875,0.90625,11.875,-157.5,-0.09375,3.4375,-6.5625,0.04375000000000001,0.9375,-0.6875,0.6875
0.84375,0.21875,0.21875,5437.5,1.53125,449.21875,2.78125,0.184375,0.746875,5.53125,0.859375,0.690625,90.71875,0.90625,11.875,-157.5,-0.09375,3.4375,-6.5625,-0.043750000000000004,0.5625,-0.6875,0.6875
0.84375,0.21875,0.21875,5437.5,1.53125,449.21875,2.78125,0.184375,0.746875,5.53125,0.859375,0.690625,90.71875,0.90625,11.875,-157.5,-0.09375,3.4375,-6.5625,-0.043750000000000004,0.9375,0.5625,0.6875
0.84375,0.21875,0.21875,5437.5,1.53125,449.21875,2.78125,0.184375,0.746875,5.53125,0.859375,0.690625,90.71875,0.90625,11.875,-157.5,-0.09375,3.4375,-6.5625,-0.043750000000000004,0.9375,-0.6875,0.9375
0.84375,0.78125,0.90625,2437.5,1.09375,945.46875,2.59375,0.240625,0.184375,2.71875,0.240625,0.746875,22.65625,0.03125,5.625,-157.5,0.03125,-3.4375,1.3125,0.04375000000000001,0.5625,0.5625,0.9375
0.84375,0.21875,0.90625,2437.5,1.09375,945.46875,2.59375,0.240625,0.184375,2.71875,0.240625,0.746875,22.65625,0.03125,5.625,-157.5,0.03125,-3.4375,1.3125,0.04375000000000001,0.5625,0.5625,0.9375
0.84375,0.78125,0.21875,2437.5,1.09375,945.46875,2.59375,0.240625,0.184375,2.71875,0.240625,0.746875,22.65625,0.03125,5.625,-157.5,0.03125,-3.4375,1.3125,0.04375000000000001,0.5625,0.5625,0.9375
0.84375,0.78125,0.90625,5437.5,1.09375,945.46875,2.59375,0.240625,0.184375,2.71875,0.240625,0.746875,22.65625,0.03125,5.625,-157.5,0.03125,-3.4375,1.3125,0.04375000000000001,0.5625,0.5625,0.9375
0.84375,0.78125,0.90625,2437.5,1.53125,945.46875,2.59375,0.240625,0.184375,2.71875,0.240625,0.746875,22.65625,0.03125,5.625,-157.5,0.03125,-3.4375,1.3125,0.04375000000000001,0.5625,0.5625,0.9375
0.84375,0.78125,0.90625,2437.5,1.09375,449.21875,2.59375,0.240625,0.184375,2.71875,0.240625,0.746875,22.65625,0.03125,5.625,-157.5,0.03125,-3.4375,1.3125,0.04375000000000001,0.5625,0.5625,0.9375
0.84375,0.78125,0.90625,2437.5,1.09375,945.46875,2.78125,0.240625,0.184375,2.71875,0.240625,0.746875,22.65625,0.03125,5.625,-157.5,0.03125,-3.4375,1.3125,0.04375000000000001,0.5625,0.5625,0.9375
0.84375,0.78125,0.90625,2437.5,1.09375,945.46875,2.59375,0.184375,0.184375,2.71875,0.240625,0.746875,22.65625,0.03125,5.625,-157.5,0.03125,-3.4375,1.3125,0.04375000000000001,0.5625,0.5625,0.9375
0.84375,0.78125,0.90625,2437.5,1.09375,945.46875,2.59375,0.240625,0.746875,2.71875,0.240625,0.746875,22.65625,0.03125,5.625,-157.5,0.03125,-3.4375,1.3125,0.04375000000000001,0.5625,0.5625,0.9375
0.84375,0.78125,0.90625,2437.5,1.09375,945.46875,2.59375,0.240625,0.184375,5.53125,0.240625,0.746875,22.65625,0.03125,5.625,-157.5,0.03125,-3.4375,1.3125,0.04375000000000001,0.5625,0.5625,0.9375
0.84375,0.78125,0.90625,2437.5,1.09375,945.46875,2.59375,0.240625,0.184375,2.71875,0.859375,0.746875,22.65625,0.03125,5.625,-157.5,0.03125,-3.4375,1.3125,0.04375000000000001,0.5625,0.5625,0.9375
0.84375,0.78125,0.90625,2437.5,1.09375,945.46875,2.59375,0.240625,0.184375,2.71875,0.240625,0.690625,22.65625,0.03125,5.625,-157.5,0.03125,-3.4375,1.3125,0.04375000000000001,0.5625,0.5625,0.9375
0.84375,0.78125,0.90625,2437.5,1.09375,945.46875,2.59375,0.240625,0.184375,2.71875,0.240625,0.746875,90.71875,0.03125,5.625,-157.5,0.03125,-3.4375,1.3125,0.04375000000000001,0.5625,0.5625,0.9375
0.84375,0.78125,0.90625,2437.5,1.09375,945.46875,2.59375,0.240625,0.184375,2.71875,0.240625,0.746875,22.65625,0.90625,5.625,-157.5,0.03125,-3.4375,1.3125,0.04375000000000001,0.5625,0.5625,0.9375
0.84375,0.78125,0.90625,2437.5,1.09375,945.46875,2.59375,0.240625,0.184375,2.71875,0.240625,0.746875,22.65625,0.03125,11.875,-157.5,0.03125,-3.4375,1.3125,0.04375000000000001,0.5625,0.5625,0.9375
0.84375,0.78125,0.90625,2437.5,1.09375,945.46875,2.59375,0.240625,0.184375,2.71875,0.240625,0.746875,22.65625,0.03125,5.625,-157.5,0.03125,-3.4375,1.3125,0.04375000000000001,0.5625,0.5625,0.9375
0.84375,0.78125,0.90625,2437.5,1.09375,945.46875,2.59375,0.240625,0.184375,2.71875,0.240625,0.746875,22.65625,0.03125,5.625,-157.5,-0.09375,-3.4375,1.3125,0.04375000000000001,0.5625,0.5625,0.9375
0.84375,0.78125,0.90625,2437.5,1.09375,945.46875,2.59375,0.240625,0.184375,2.71875,0.240625,0.746875,22.65625,0.03125,5.625,-157.5,0.03125,3.4375,1.3125,0.04375000000000001,0.5625,0.5625,0.9375
0.84375,0.78125,0.90625,2437.5,1.09375,945.46875,2.59375,0.240625,0.184375,2.71875,0.240625,0.746875,22.65625,0.03125,5.625,-157.5,0.03125,-3.4375,-6.5625,0.04375000000000001,0.5625,0.5625,0.9375
0.84375,0.78125,0.90625,2437.5,1.09375,945.46875,2.59375,0.240625,0.184375,2.71875,0.240625,0.746875,22.65625,0.03125,5.625,-157.5,0.03125,-3.4375,1.3125,-0.043750000000000004,0.5625,0.5625,0.9375
0.84375,0.78125,0.90625,2437.5,1.09375,945.46875,2.59375,0.240625,0.184375,2.71875,0.240625,0.746875,22.65625,0.03125,5.625,-157.5,0.03125,-3.4375,1.3125,0.04375000000000001,0.9375,0.5625,0.9375
0.84375,0.78125,0.90625,2437.5,1.09375,945.46875,2.59375,0.240625,0.184375,2.71875,0.240625,0.746875,22.65625,0.03125,5.625,-157.5,0.03125,-3.4375,1.3125,0.04375000000000001,0.5625,-0.6875,0.9375
0.84375,0.78125,0.90625,2437.5,1.09375,945.46875,2.59375,0.240625,0.184375,2.71875,0.240625,0.746875,22.65625,0.03125,5.625,-157.5,0.03125,-3.4375,1.3125,0.04375000000000001,0.5625,0.5625,0.6875
0.84375,0.78125,0.90625,2437.5,1.09375,945.46875,2.59375,0.240625,0.184375,2.71875,0.240625,0.746875,22.65625,0.03125,5.625,-157.5,0.03125,-3.4375,1.3125,0.04375000000000001,0.5625,0.5625,0.9375
0.34375,0.71875,0.71875,2437.5,1.03125,1441.71875,2.28125,0.634375,0.296875,3.03125,0.40937500000000004,0.240625,41.21875,0.40625,1.875,202.5,0.0062500000000000056,-1.5625,0.4375,0.056249999999999994,-0.0625,0.3125,-0.3125
0.34375,0.71875,0.71875,2437.5,1.03125,1441.71875,2.28125,0.634375,0.296875,3.03125,0.40937500000000004,0.240625,41.21875,0.40625,1.875,202.5,0.0062500000000000056,-1.5625,0.4375,0.056249999999999994,-0.0625,0.3125,-0.3125
0.34375,0.28125,0.71875,2437.5,1.03125,1441.71875,2.28125,0.634375,0.296875,3.03125,0.40937500000000004,0.240625,41.21875,0.40625,1.875,202.5,0.0062500000000000056,-1.5625,0.4375,0.056249999999999994,-0.0625,0.3125,-0.3125
0.34375,0.71875,0.40625,2437.5,1.03125,1441.71875,2.28125,0.634375,0.296875,3.03125,0.40937500000000004,0.240625,41.21875,0.40625,1.875,202.5,0.0062500000000000056,-1.5625,0.4375,0.056249999999999994,-0.0625,0.3125,-0.3125
0.34375,0.71875,0.71875,5437.5,1.03125,1441.71875,2.28125,0.634375,0.296875,3.03125,0.40937500000000004,0.240625,41.21875,0.40625,1.875,202.5,0.0062500000000000056,-1.5625,0.4375,0.056249999999999994,-0.0625,0.3125,-0.3125
0.34375,0.71875,0.71875,2437.5,1.59375,1441.71875,2.28125,0.634375,0.296875,3.03125,0.40937500000000004,0.240625,41.21875,0.40625,1.875,202.5,0.0062500000000000056,-1.5625,0.4375,0.056249999999999994,-0.0625,0.3125,-0.3125
0.34375,0.71875,0.71875,2437.5,1.03125,1937.96875,2.28125,0.634375,0.296875,3.03125,0.40937500000000004,0.240625,41.21875,0.40625,1.875,202.5,0.0062500000000000056,-1.5625,0.4375,0.056249999999999994,-0.0625,0.3125,-0.3125
0.34375,0.71875,0.71875,2437.5,1.03125,1441.71875,2.09375,0.634375,0.296875,3.03125,0.40937500000000004,0.240625,41.21875,0.40625,1.875,202.5,0.0062500000000000056,-1.5625,0.4375,0.056249999999999994,-0.0625,0.3125,-0.3125
0.34375,0.71875,0.71875,2437.5,1.03125,1441.71875,2.28125,0.690625,0.296875,3.03125,0.40937500000000004,0.240625,41.21875,0.40625,1.875,202.5,0.0062500000000000056,-1.5625,0.4375,0.056249999999999994,-0.0625,0.3125,-0.3125
0.34375,0.71875,0.71875,2437.5,1.03125,1441.71875,2.28125,0.634375,0.634375,3.03125,0.40937500000000004,0.240625,41.21875,0.40625,1.875,202.5,0.0062500000000000056,-1.5625,0.4375,0.056249999999999994,-0.0625,0.3125,-0.3125
0.34375,0.71875,0.71875,2437.5,1.03125,1441.71875,2.28125,0.634375,0.296875,5.21875,0.40937500000000004,0.240625,41.21875,0.40625,1.875,202.5,0.0062500000000000056,-1.5625,0.4375,0.056249999999999994,-0.0625,0.3125,-0.3125
0.34375,0.71875,0.71875,2437.5,1.03125,1441.71875,2.28125,0.634375,0.296875,3.03125,0.690625,0.240625,41.21875,0.40625,1.875,202.5,0.0062500000000000056,-1.5625,0.4375,0.056249999999999994,-0.0625,0.3125,-0.3125
0.34375,0.71875,0.71875,2437.5,1.03125,1441.71875,2.28125,0.634375,0.296875,3.03125,0.40937500000000004,0.296875,41.21875,0.40625,1.875,202.5,0.0062500000000000056,-1.5625,0.4375,0.056249999999999994,-0.0625,0.3125,-0.3125
0.34375,0.71875,0.71875,2437.5,1.03125,1441.71875,2.28125,0.634375,0.296875,3.03125,0.40937500000000004,0.240625,72.15625,0.40625,1.875,202.5,0.0062500000000000056,-1.5625,0.4375,0.056249999999999994,-0.0625,0.3125,-0.3125
0.34375,0.71875,0.71875,2437.5,1.03125,1441.71875,2.28125,0.634375,0.296875,3.03125,0.40937500000000004,0.240625,41.21875,0.53125,1.875,202.5,0.0062500000000000056,-1.5625,0.4375,0.056249999999999994,-0.0625,0.3125,-0.3125
0.34375,0.71875,0.71875,2437.5,1.03125,1441.71875,2.28125,0.634375,0.296875,3.03125,0.40937500000000004,0.240625,41.21875,0.40625,15.625,202.5,0.0062500000000000056,-1.5625,0.4375,0.056249999999999994,-0.0625,0.3125,-0.3125
0.34375,0.71875,0.71875,2437.5,1.03125,1441.71875,2.28125,0.634375,0.296875,3.03125,0.40937500000000004,0.240625,41.21875,0.40625,1.875,202.5,0.0062500000000000056,-1.5625,0.4375,0.056249999999999994,-0.0625,0.3125,-0.3125
0.34375,0.71875,0.71875,2437.5,1.03125,1441.71875,2.28125,0.634375,0.296875,3.03125,0.40937500000000004,0.240625,41.21875,0.40625,1.875,202.5,-0.06875,-1.5625,0.4375,0.056249999999999994,-0.0625,0.3125,-0.3125
0.34375,0.71875,0.71875,2437.5,1.03125,1441.71875,2.28125,0.634375,0.296875,3.03125,0.40937500000000004,0.240625,41.21875,0.40625,1.875,202.5,0.0062500000000000056,1.5625,0.4375,0.056249999999999994,-0.0625,0.3125,-0.3125
0.34375,0.71875,0.71875,2437.5,1.03125,1441.71875,2.28125,0.634375,0.296875,3.03125,0.40937500000000004,0.240625,41.21875,0.40625,1.875,202.5,0.0062500000000000056,-1.5625,-5.6875,0.056249999999999994,-0.0625,0.3125,-0.3125
0.34375,0.71875,0.71875,2437.5,1.03125,1441.71875,2.28125,0.634375,0.296875,3.03125,0.40937500000000004,0.240625,41.21875,0.40625,1.875,202.5,0.0062500000000000056,-1.5625,0.4375,-0.05625,-0.0625,0.3125,-0.3125
0.34375,0.71875,0.71875,2437.5,1.03125,1441.71875,2.28125,0.634375,0.296875,3.03125,0.40937500000000004,0.240625,41.21875,0.40625,1.875,202.5,0.0062500000000000056,-1.5625,0.4375,0.056249999999999994,-0.4375,0.3125,-0.3125
0.34375,0.71875,0.71875,2437.5,1.03125,1441.71875,2.28125,0.634375,0.296875,3.03125,0.40937500000000004,0.240625,41.21875,0.40625,1.875,202.5,0.0062500000000000056,-1.5625,0.4375,0.056249999999999994,-0.0625,-0.4375,-0.3125
0.34375,0.71875,0.71875,2437.5,1.03125,1441.71875,2.28125,0.634375,0.296875,3.03125,0.40937500000000004,0.240625,41.21875,0.40625,1.875,202.5,0.0062500000000000056,-1.5625,0.4375,0.056249999999999994,-0.0625,0.3125,-0.0625
0.34375,0.28125,0.40625,5437.5,1.59375,1937.96875,2.09375,0.690625,0.634375,5.21875,0.690625,0.296875,72.15625,0.53125,15.625,202.5,-0.06875,1.5625,-5.6875,-0.05625,-0.4375,-0.4375,-0.0625
0.34375,0.71875,0.40625,5437.5,1.59375,1937.96875,2.09375,0.690625,0.634375,5.21875,0.690625,0.296875,72.15625,0.53125,15.625,202.5,-0.06875,1.5625,-5.6875,-0.05625,-0.4375,-0.4375,-0.0625
0.34375,0.28125,0.71875,5437.5,1.59375,1937.96875,2.09375,0.690625,0.634375,5.21875,0.690625,0.296875,72.15625,0.53125,15.625,202.5,-0.06875,1.5625,-5.6875,-0.05625,-0.4375,-0.4375,-0.0625
0.34375,0.28125,0.40625,2437.5,1.59375,1937.96875,2.09375,0.690625,0.634375,5.21875,0.690625,0.296875,72.15625,0.53125,15.625,202.5,-0.06875,1.5625,-5.6875,-0.05625,-0.4375,-0.4375,-0.0625
0.34375,0.28125,0.40625,5437.5,1.03125,1937.96875,2.09375,0.690625,0.634375,5.21875,0.690625,0.296875,72.15625,0.53125,15.625,202.5,-0.06875,1.5625,-5.6875,-0.05625,-0.4375,-0.4375,-0.0625
0.34375,0.28125,0.40625,5437.5,1.59375,1441.71875,2.09375,0.690625,0.634375,5.21875,0.690625,0.296875,72.15625,0.53125,15.625,202.5,-0.06875,1.5625,-5.6875,-0.05625,-0.4375,-0.4375,-0.0625
0.34375,0.28125,0.40625,5437.5,1.59375,1937.96875,2.28125,0.690625,0.634375,5.21875,0.690625,0.296875,72.15625,0.53125,15.625,202.5,-0.06875,1.5625,-5.6875,-0.05625,-0.4375,-0.4375,-0.0625
0.34375,0.28125,0.40625,5437.5,1.59375,1937.96875,2.09375,0.634375,0.634375,5.21875,0.690625,0.296875,72.15625,0.53125,15.625,202.5,-0.06875,1.5625,-5.6875,-0.05625,-0.4375,-0.4375,-0.0625
0.34375,0.28125,0.40625,5437.5,1.59375,1937.96875,2.09375,0.690625,0.296875,5.21875,0.690625,0.296875,72.15625,0.53125,15.625,202.5,-0.06875,1.5625,-5.6875,-0.05625,-0.4375,-0.4375,-0.0625
0.34375,0.28125,0.40625,5437.5,1.59375,1937.96875,2.09375,0.690625,0.634375,3.03125,0.690625,0.296875,72.15625,0.53125,15.625,202.5,-0.06875,1.5625,-5.6875,-0.05625,-0.4375,-0.4375,-0.0625
0.34375,0.28125,0.40625,5437.5,1.59375,1937.96875,2.09375,0.690625,0.634375,5.21875,0.40937500000000004,0.296875,72.15625,0.53125,15.625,202.5,-0.06875,1.5625,-5.6875,-0.05625,-0.4375,-0.4375,-0.0625
0.34375,0.28125,0.40625,5437.5,1.59375,1937.96875,2.09375,0.690625,0.634375,5.21875,0.690625,0.240625,72.15625,0.53125,15.625,202.5,-0.06875,1.5625,-5.6875,-0.05625,-0.4375,-0.4375,-0.0625
0.34375,0.28125,0.40625,5437.5,1.59375,1937.96875,2.09375,0.690625,0.634375,5.21875,0.690625,0.296875,41.21875,0.53125,15.625,202.5,-0.06875,1.5625,-5.6875,-0.05625,-0.4375,-0.4375,-0.0625
0.34375,0.28125,0.40625,5437.5,1.59375,1937.96875,2.09375,0.690625,0.634375,5.21875,0.690625,0.296875,72.15625,0.40625,15.625,202.5,-0.06875,1.5625,-5.6875,-0.05625,-0.4375,-0.4375,-0.0625
0.34375,0.28125,0.40625,5437.5,1.59375,1937.96875,2.09375,0.690625,0.634375,5.21875,0.690625,0.296875,72.15625,0.53125,1.875,202.5,-0.06875,1.5625,-5.6875,-0.05625,-0.4375,-0.4375,-0.0625
0.34375,0.28125,0.40625,5437.5,1.59375,1937.96875,2.09375,0.690625,0.634375,5.21875,0.690625,0.296875,72.15625,0.53125,15.625,202.5,-0.06875,1.5625,-5.6875,-0.05625,-0.4375,-0.4375,-0.0625
0.34375,0.28125,0.40625,5437.5,1.59375,1937.96875,2.09375,0.690625,0.634375,5.21875,0.690625,0.296875,72.15625,0.53125,15.625,202.5,0.0062500000000000056,1.5625,-5.6875,-0.05625,-0.4375,-0.4375,-0.0625
0.34375,0.28125,0.40625,5437.5,1.59375,1937.96875,2.09375,0.690625,0.634375,5.21875,0.690625,0.296875,72.15625,0.53125,15.625,202.5,-0.06875,-1.5625,-5.6875,-0.05625,-0.4375,-0.4375,-0.0625
0.34375,0.28125,0.40625,5437.5,1.59375,1937.96875,2.09375,0.690625,0.634375,5.21875,0.690625,0.296875,72.15625,0.53125,15.625,202.5,-0.06875,1.5625,0.4375,-0.05625,-0.4375,-0.4375,-0.0625
0.34375,0.28125,0.40625,5437.5,1.59375,1937.96875,2.09375,0.690625,0.634375,5.21875,0.690625,0.296875,72.15625,0.53125,15.625,202.5,-0.06875,1.5625,-5.6875,0.056249999999999994,-0.4375,-0.4375,-0.0625
0.34375,0.28125,0.40625,5437.5,1.59375,1937.96875,2.09375,0.690625,0.634375,5.21875,0.690625,0.296875,72.15625,0.53125,15.625,202.5,-0.06875,1.5625,-5.6875,-0.05625,-0.0625,-0.4375,-0.0625
0.34375,0.28125,0.40625,5437.5,1.59375,1937.96875,2.09375,0.690625,0.634375,5.21875,0.690625,0.296875,72.15625,0.53125,15.625,202.5,-0.06875,1.5625,-5.6875,-0.05625,-0.4375,0.3125,-0.0625
0.34375,0.28125,0.40625,5437.5,1.59375,1937.96875,2.09375,0.690625,0.634375,5.21875,0.690625,0.296875,72.15625,0.53125,15.625,202.5,-0.06875,1.5625,-5.6875,-0.05625,-0.4375,-0.4375,-0.3125
0.34375,0.28125,0.40625,5437.5,1.59375,1937.96875,2.09375,0.690625,0.634375,5.21875,0.690625,0.296875,72.15625,0.53125,15.625,202.5,-0.06875,1.5625,-5.6875,-0.05625,-0.4375,-0.4375,-0.0625
0.46875,0.09375,0.84375,1687.5,1.15625,1689.84375,2.90625,0.296875,0.634375,3.65625,0.971875,0.12812500000000002,78.34375,0.03125,4.375,292.5,0.03125,-0.3125,-4.8125,-0.06875,0.1875,0.5625,0.9375
0.46875,0.09375,0.84375,1687.5,1.15625,1689.84375,2.90625,0.296875,0.634375,3.65625,0.971875,0.12812500000000002,78.34375,0.03125,4.375,292.5,0.03125,-0.3125,-4.8125,-0.06875,0.1875,0.5625,0.9375
0.46875,0.40625,0.84375,1687.5,1.15625,1689.84375,2.90625,0.296875,0.634375,3.65625,0.971875,0.12812500000000002,78.34375,0.03125,4.375,292.5,0.03125,-0.3125,-4.8125,-0.06875,0.1875,0.5625,0.9375
0.46875,0.09375,0.78125,1687.5,1.15625,1689.84375,2.90625,0.296875,0.634375,3.65625,0.971875,0.12812500000000002,78.34375,0.03125,4.375,292.5,0.03125,-0.3125,-4.8125,-0.06875,0.1875,0.5625,0.9375
0.46875,0.09375,0.84375,1687.5,1.15625,1689.84375,2.90625,0.296875,0.634375,3.65625,0.971875,0.12812500000000002,78.34375,0.03125,4.375,292.5,0.03125,-0.3125,-4.8125,-0.06875,0.1875,0.5625,0.9375
0.46875,0.09375,0.84375,1687.5,1.46875,1689.84375,2.90625,0.296875,0.634375,3.65625,0.971875,0.12812500000000002,78.34375,0.03125,4.375,292.5,0.03125,-0.3125,-4.8125,-0.06875,0.1875,0.5625,0.9375
0.46875,0.09375,0.84375,1687.5,1.15625,201.09375,2.90625,0.296875,0.634375,3.65625,0.971875,0.12812500000000002,78.34375,0.03125,4.375,292.5,0.03125,-0.3125,-4.8125,-0.06875,0.1875,0.5625,0.9375
0.46875,0.09375,0.84375,1687.5,1.15625,1689.84375,2.46875,0.296875,0.634375,3.65625,0.971875,0.12812500000000002,78.34375,0.03125,4.375,292.5,0.03125,-0.3125,-4.8125,-0.06875,0.1875,0.5625,0.9375
0.46875,0.09375,0.84375,1687.5,1.15625,1689.84375,2.90625,0.12812500000000002,0.634375,3.65625,0.971875,0.12812500000000002,78.34375,0.03125,4.375,292.5,0.03125,-0.3125,-4.8125,-0.06875,0.1875,0.5625,0.9375
0.46875,0.09375,0.84375,1687.5,1.15625,1689.84375,2.90625,0.296875,0.521875,3.65625,0.971875,0.12812500000000002,78.34375,0.03125,4.375,292.5,0.03125,-0.3125,-4.8125,-0.06875,0.1875,0.5625,0.9375
0.46875,0.09375,0.84375,1687.5,1.15625,1689.84375,2.90625,0.296875,0.634375,5.84375,0.971875,0.12812500000000002,78.34375,0.03125,4.375,292.5,0.03125,-0.3125,-4.8125,-0.06875,0.1875,0.5625,0.9375
0.46875,0.09375,0.84375,1687.5,1.15625,1689.84375,2.90625,0.296875,0.634375,3.65625,0.12812500000000002,0.12812500000000002,78.34375,0.03125,4.375,292.5,0.03125,-0.3125,-4.8125,-0.06875,0.1875,0.5625,0.9375
0.46875,0.09375,0.84375,1687.5,1.15625,1689.84375,2.90625,0.296875,0.634375,3.65625,0.971875,0.859375,78.34375,0.03125,4.375,292.5,0.03125,-0.3125,-4.8125,-0.06875,0.1875,0.5625,0.9375
0.46875,0.09375,0.84375,1687.5,1.15625,1689.84375,2.90625,0.296875,0.634375,3.65625,0.971875,0.12812500000000002,35.03125,0.03125,4.375,292.5,0.03125,-0.3125,-4.8125,-0.06875,0.1875,0.5625,0.9375
0.46875,0.09375,0.84375,1687.5,1.15625,1689.84375,2.90625,0.296875,0.634375,3.65625,0.971875,0.12812500000000002,78.34375,0.90625,4.375,292.5,0.03125,-0.3125,-4.8125,-0.06875,0.1875,0.5625,0.9375
0.46875,0.09375,0.84375,1687.5,1.15625,1689.84375,2.90625,0.296875,0.634375,3.65625,0.971875,0.12812500000000002,78.34375,0.03125,18.125,292.5,0.03125,-0.3125,-4.8125,-0.06875,0.1875,0.5625,0.9375
0.46875,0.09375,0.84375,1687.5,1.15625,1689.84375,2.90625,0.296875,0.634375,3.65625,0.971875,0.12812500000000002,78.34375,0.03125,4.375,-67.5,0.03125,-0.3125,-4.8125,-0.06875,0.1875,0.5625,0.9375
0.46875,0.09375,0.84375,1687.5,1.15625,1689.84375,2.90625,0.296875,0.634375,3.65625,0.971875,0.12812500000000002,78.34375,0.03125,4.375,292.5,-0.09375,-0.3125,-4.8125,-0.06875,0.1875,0.5625,0.9375
0.46875,0.09375,0.84375,1687.5,1.15625,1689.84375,2.90625,0.296875,0.634375,3.65625,0.971875,0.12812500000000002,78.34375,0.03125,4.375,292.5,0.03125,0.3125,-4.8125,-0.06875,0.1875,0.5625,0.9375
0.46875,0.09375,0.84375,1687.5,1.15625,1689.84375,2.90625,0.296875,0.634375,3.65625,0.971875,0.12812500000000002,78.34375,0.03125,4.375,292.5,0.03125,-0.3125,6.5625,-0.06875,0.1875,0.5625,0.9375
0.46875,0.09375,0.84375,1687.5,1.15625,1689.84375,2.90625,0.296875,0.634375,3.65625,0.971875,0.12812500000000002,78.34375,0.03125,4.375,292.5,0.03125,-0.3125,-4.8125,0.06875,0.1875,0.5625,0.9375
0.46875,0.09375,0.84375,1687.5,1.15625,1689.84375,2.90625,0.296875,0.634375,3.65625,0.971875,0.12812500000000002,78.34375,0.03125,4.375,292.5,0.03125,-0.3125,-4.8125,-0.06875,-0.1875,0.5625,0.9375
0.46875,0.09375,0.84375,1687.5,1.15625,1689.84375,2.90625,0.296875,0.634375,3.65625,0.971875,0.12812500000000002,78.34375,0.03125,4.375,292.5,0.03125,-0.3125,-4.8125,-0.06875,0.1875,0.8125,0.9375
