Description,INPUTS,WIND_CONFIG,ENABLE_SPOTTING,CROWN_FIRE_MODEL,Wall clock time,Day 1 Fire Area,Day 2 Fire Area,Day 3 Fire Area,Day 4 Fire Area,Day 5 Fire Area,Day 6 Fire Area,Day 7 Fire Area,Day 8 Fire Area,Day 1 VIIRS Area,Day 2 VIIRS Area,Day 3 VIIRS Area,Day 4 VIIRS Area,Day 5 VIIRS Area,Day 6 VIIRS Area,Day 7 VIIRS Area,Day 8 VIIRS Area,Day 1 IOU,Day 2 IOU,Day 3 IOU,Day 4 IOU,Day 5 IOU,Day 6 IOU,Day 7 IOU,Day 8 IOU,Comments on anything interesting
inputs=inputs-0.25deg_WIND=PERTURBED_SPOTTING=.TRUE._S-CONFIG=medium-v3-reduced_CROWN-FIRE-MODEL=2_time_of_arrival_0000001_0347571.tif,inputs-0.25deg,PERTURBED,medium-v3-reduced,2,,0.0,1744.8687,2517.9804,3123.9864,3519.1836,3585.3705,3585.3795,3585.3795,5.983468402187932,83.43002577841172,376.95654396199825,376.95654396199825,522.005014578766,580.0280209627033,805.8996507930124,818.7858413749204,0.0,0.007678278796849395,0.053107048901443535,0.04518565804872859,0.052860276475166765,0.05784138151582987,0.08039334825711544,0.08168532139430765,None
inputs=inputs-0.25deg_WIND=PERTURBED_SPOTTING=.TRUE._S-CONFIG=low-v3-reduced_CROWN-FIRE-MODEL=2_time_of_arrival_0000001_0347594.tif,inputs-0.25deg,PERTURBED,low-v3-reduced,2,,0.0,727.1955,1769.9886,1986.1875,2544.3513,2634.0561,2736.6633,2799.8397,5.983468402187932,83.43002577841172,376.95654396199825,376.95654396199825,522.005014578766,580.0280209627033,805.8996507930124,818.7858413749204,0.0,0.0069208332614211,0.06709662529490204,0.06568807548157037,0.0737069410586899,0.07966417666088915,0.1054936422175143,0.10446491099493493,None
inputs=inputs-0.25deg_WIND=PERTURBED_SPOTTING=.TRUE._S-CONFIG=medium-v3-reduced_CROWN-FIRE-MODEL=0_time_of_arrival_0000001_0347710.tif,inputs-0.25deg,PERTURBED,medium-v3-reduced,0,,0.0,1.1187,17.4429,623.754,1463.0598,2173.8969,2911.6269,3271.3884,5.983468402187932,83.43002577841172,376.95654396199825,376.95654396199825,522.005014578766,580.0280209627033,805.8996507930124,818.7858413749204,0.0,0.03605677023398542,0.09216998629142811,0.12579998707091603,0.11670371659292192,0.09292803547896111,0.09605182351591923,0.08900222834286031,None
inputs=inputs-0.25deg_WIND=ORIGINAL_SPOTTING=.FALSE._S-CONFIG=NONE-v3-reduced_CROWN-FIRE-MODEL=2_time_of_arrival_0000001_0347591.tif,inputs-0.25deg,ORIGINAL,NONE-v3-reduced,2,,0.0,28.4103,189.4176,550.7037,715.5027,1015.7499,1421.0082,1712.9538,5.983468402187932,83.43002577841172,376.95654396199825,376.95654396199825,522.005014578766,580.0280209627033,805.8996507930124,818.7858413749204,0.0,0.11470878578479764,0.3318862962808365,0.17186249666577755,0.1990963188666224,0.1618049436534805,0.16564206268958545,0.1511437322039576,None
inputs=inputs-0.25deg_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=medium-v3-reduced_CROWN-FIRE-MODEL=2_time_of_arrival_0000001_0347812.tif,inputs-0.25deg,ORIGINAL,medium-v3-reduced,2,,0.0,71.0685,650.817,1930.0509,2401.3782,2734.4007,3086.2278,3304.98,5.983468402187932,83.43002577841172,376.95654396199825,376.95654396199825,522.005014578766,580.0280209627033,805.8996507930124,818.7858413749204,0.0,0.06352331606217616,0.15788219796235828,0.06773061760128411,0.0770939880547906,0.07501262937769476,0.09110551842765699,0.08670827777242028,None
inputs=inputs-0.25deg_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=low-v3-reduced_CROWN-FIRE-MODEL=2_time_of_arrival_0000001_0347642.tif,inputs-0.25deg,ORIGINAL,low-v3-reduced,2,,0.0,29.9952,224.1603,581.2245,750.9411,1087.1343,1569.4524,1808.1477,5.983468402187932,83.43002577841172,376.95654396199825,376.95654396199825,522.005014578766,580.0280209627033,805.8996507930124,818.7858413749204,0.0,0.11361897475133895,0.3426246798252222,0.16799084726371322,0.19429297079255994,0.15433317389224682,0.15727316431354688,0.14714402779220478,None
inputs=inputs-0.5deg_WIND=PERTURBED_SPOTTING=.FALSE._S-CONFIG=NONE-v3-reduced_CROWN-FIRE-MODEL=2_time_of_arrival_0000001_0347627.tif,inputs-0.5deg,PERTURBED,NONE-v3-reduced,2,,0.0,0.1328,1094.1536,1450.624,1593.5232,1593.5264,1593.5264,1593.5264,5.983468402187932,83.43002577841172,376.95654396199825,376.95654396199825,522.005014578766,580.0280209627033,805.8996507930124,818.7858413749204,0.0,0.0005387931034482759,0.13176892516502034,0.10062765742053047,0.13322587752356876,0.14389195683818942,0.15924482067275564,0.1622952097742435,None
inputs=inputs-0.5deg_WIND=PERTURBED_SPOTTING=.TRUE._S-CONFIG=medium-v3-reduced_CROWN-FIRE-MODEL=2_time_of_arrival_0000001_0347578.tif,inputs-0.5deg,PERTURBED,medium-v3-reduced,2,,0.0,0.2736,1593.16,1593.1616,1593.1616,1593.1616,1593.1616,1593.1616,5.983468402187932,83.43002577841172,376.95654396199825,376.95654396199825,522.005014578766,580.0280209627033,805.8996507930124,818.7858413749204,0.0,0.001072961373390558,0.09780132942871753,0.09780132942871753,0.13320268562218074,0.14390350978534625,0.15927823568723545,0.16232862218361233,None
inputs=inputs-0.5deg_WIND=PERTURBED_SPOTTING=.TRUE._S-CONFIG=low-v3-reduced_CROWN-FIRE-MODEL=2_time_of_arrival_0000001_0347809.tif,inputs-0.5deg,PERTURBED,low-v3-reduced,2,,0.0,0.1696,1544.7136,1593.4176,1593.4176,1593.4176,1593.4176,1593.4176,5.983468402187932,83.43002577841172,376.95654396199825,376.95654396199825,522.005014578766,580.0280209627033,805.8996507930124,818.7858413749204,0.0,0.002691065662002153,0.10009445100354192,0.0980221261562776,0.13334183703050895,0.1439381686268167,0.15928937402539542,0.16233975965340194,None
inputs=inputs-0.5deg_WIND=ORIGINAL_SPOTTING=.FALSE._S-CONFIG=NONE-v3-reduced_CROWN-FIRE-MODEL=2_time_of_arrival_0000001_0347625.tif,inputs-0.5deg,ORIGINAL,NONE-v3-reduced,2,,0.0,15.8656,171.0592,475.896,702.712,970.5472,1314.8592,1526.0448,5.983468402187932,83.43002577841172,376.95654396199825,376.95654396199825,522.005014578766,580.0280209627033,805.8996507930124,818.7858413749204,0.0,0.009915014164305949,0.22610645735769408,0.24062457844327534,0.2745633836283711,0.21809344622138602,0.17819237659850498,0.16243999688150845,None
inputs=inputs-0.5deg_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=medium-v3-reduced_CROWN-FIRE-MODEL=2_time_of_arrival_0000001_0347643.tif,inputs-0.5deg,ORIGINAL,medium-v3-reduced,2,,0.0,17.9216,990.4912,1592.4768,1593.2224,1593.2224,1593.2224,1593.2224,5.983468402187932,83.43002577841172,376.95654396199825,376.95654396199825,522.005014578766,580.0280209627033,805.8996507930124,818.7858413749204,0.0,0.01407035175879397,0.14730739325918665,0.09787169741139821,0.13320268562218074,0.14391506273250307,0.15927823568723545,0.16232862218361233,None
inputs=inputs-0.5deg_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=low-v3-reduced_CROWN-FIRE-MODEL=2_time_of_arrival_0000001_0347663.tif,inputs-0.5deg,ORIGINAL,low-v3-reduced,2,,0.0,15.6368,209.7168,607.2256,925.2432,1199.44,1583.1872,1593.3984,5.983468402187932,83.43002577841172,376.95654396199825,376.95654396199825,522.005014578766,580.0280209627033,805.8996507930124,818.7858413749204,0.0,0.00887784090909091,0.27470379870526446,0.23077558209941101,0.2117154049375968,0.1769493824718085,0.1594005904963512,0.16236203459298118,None
