Description,INPUTS,WIND_CONFIG,ENABLE_SPOTTING,CROWN_FIRE_MODEL,Wall clock time,Day 1 Fire Area,Day 2 Fire Area,Day 3 Fire Area,Day 4 Fire Area,Day 5 Fire Area,Day 6 Fire Area,Day 7 Fire Area,Day 8 Fire Area,Day 1 VIIRS Area,Day 2 VIIRS Area,Day 3 VIIRS Area,Day 4 VIIRS Area,Day 5 VIIRS Area,Day 6 VIIRS Area,Day 7 VIIRS Area,Day 8 VIIRS Area,Day 1 IOU,Day 2 IOU,Day 3 IOU,Day 4 IOU,Day 5 IOU,Day 6 IOU,Day 7 IOU,Day 8 IOU,Comments on anything interesting,ENABLE_SURFACE_FIRE_SPOTTING,GLOBAL_SURFACE_FIRE_SPOTTING_PERCENT_MIN,GLOBAL_SURFACE_FIRE_SPOTTING_PERCENT_MAX,CROWN_FIRE_SPOTTING_PERCENT_MIN,CROWN_FIRE_SPOTTING_PERCENT_MAX,CRITICAL_SPOTTING_FIRELINE_INTENSITY,MEAN_SPOTTING_DIST_MIN,MEAN_SPOTTING_DIST_MAX,NORMALIZED_SPOTTING_DIST_VARIANCE_MIN,NORMALIZED_SPOTTING_DIST_VARIANCE_MAX,SPOT_WS_EXP_LO,SPOT_WS_EXP_HI,SPOT_FLIN_EXP_LO,SPOT_FLIN_EXP_HI,NEMBERS_MIN,NEMBERS_MAX_LO,NEMBERS_MAX_HI,PIGN_MIN,PIGN_MAX,CC,CBH,CH,CBD,WS,WD,M1,M10,M100,Wall clock time (s),Fire volume (ac-ft),Nembers
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=2074-lhs-large_CROWN-FIRE-MODEL=0_time_of_arrival.tif,inputs,0,.FALSE.,0.0,0.0,0.0,2.621,12.042,22.54,43.387,63.238,84.421,109.876,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.088,0.089,0.138,0.197,0.274,0.301,0.364,None,.TRUE.,0.1,0.2,0.1,0.2,305.0,1.0,643.0,1.0,3.0,0.1,0.2,0.1,0.6,1.0,1.0,5.0,0.0,59.0,-0.06,-2.23,3.99,0.02,8.4,312.2,-0.0,-0.04,-0.0,114.836,185723.8,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=2073-lhs-large_CROWN-FIRE-MODEL=0_time_of_arrival.tif,inputs,0,.FALSE.,0.0,0.0,0.0,2.624,12.069,22.55,43.242,63.179,84.222,109.83,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.087,0.089,0.138,0.197,0.273,0.3,0.364,None,.TRUE.,0.1,0.2,0.1,0.2,305.0,1.0,643.0,1.0,3.0,0.1,1.0,0.1,0.4,1.0,1.0,5.0,0.0,59.0,-0.06,-2.23,3.99,0.02,8.4,312.2,-0.0,-0.04,-0.0,119.255,185586.1,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=2072-lhs-large_CROWN-FIRE-MODEL=0_time_of_arrival.tif,inputs,0,.FALSE.,0.0,0.0,0.0,2.607,12.071,22.744,43.47,63.317,84.384,109.897,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.087,0.089,0.138,0.197,0.274,0.3,0.364,None,.TRUE.,0.1,0.2,0.1,0.2,305.0,1.0,643.0,1.0,2.0,0.1,0.2,0.1,0.4,1.0,1.0,5.0,0.0,59.0,-0.06,-2.23,3.99,0.02,8.4,312.2,-0.0,-0.04,-0.0,113.643,185572.3,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=2071-lhs-large_CROWN-FIRE-MODEL=0_time_of_arrival.tif,inputs,0,.FALSE.,0.0,0.0,0.0,2.618,12.213,22.926,43.958,63.485,85.064,111.932,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.087,0.089,0.14,0.198,0.275,0.302,0.372,None,.TRUE.,0.1,0.2,0.1,0.2,305.0,1.0,1667.0,1.0,3.0,0.1,0.2,0.1,0.4,1.0,1.0,5.0,0.0,59.0,-0.06,-2.23,3.99,0.02,8.4,312.2,-0.0,-0.04,-0.0,119.234,187996.5,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=2070-lhs-large_CROWN-FIRE-MODEL=0_time_of_arrival.tif,inputs,0,.FALSE.,0.0,0.0,0.0,2.638,12.222,22.799,43.844,63.482,84.284,109.531,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.087,0.089,0.139,0.197,0.274,0.3,0.363,None,.TRUE.,0.1,0.2,0.1,0.2,305.0,1.0,643.0,1.0,3.0,0.1,0.2,0.1,0.4,1.0,1.0,5.0,0.0,59.0,-0.06,-2.23,3.99,0.02,8.4,312.2,-0.0,-0.04,-0.0,115.963,184871.8,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=2069-lhs-large_CROWN-FIRE-MODEL=0_time_of_arrival.tif,inputs,0,.FALSE.,0.0,0.0,0.0,2.585,12.023,22.453,43.266,63.023,84.002,109.536,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.087,0.089,0.138,0.196,0.273,0.299,0.362,None,.TRUE.,0.1,0.2,0.1,0.2,2508.0,1.0,643.0,1.0,3.0,0.1,0.2,0.1,0.4,1.0,1.0,5.0,0.0,59.0,-0.06,-2.23,3.99,0.02,8.4,312.2,-0.0,-0.04,-0.0,115.689,185305.0,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=2068-lhs-large_CROWN-FIRE-MODEL=0_time_of_arrival.tif,inputs,0,.FALSE.,0.0,0.0,0.0,2.627,12.031,22.594,43.466,63.327,87.184,117.436,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.087,0.089,0.139,0.198,0.274,0.31,0.39,None,.TRUE.,0.1,0.2,0.1,0.2,305.0,1.0,643.0,1.0,3.0,0.1,0.2,0.1,0.4,1.0,1.0,5.0,0.0,59.0,-0.06,-2.23,3.99,0.02,8.4,312.2,-0.0,-0.04,-0.0,125.329,198090.3,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=2067-lhs-large_CROWN-FIRE-MODEL=0_time_of_arrival.tif,inputs,0,.FALSE.,0.0,0.0,0.0,2.611,12.015,22.436,42.172,62.46,83.561,108.746,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.087,0.089,0.139,0.199,0.275,0.301,0.364,None,.TRUE.,0.1,0.2,0.1,0.2,305.0,1.0,643.0,1.0,3.0,0.1,0.2,0.1,0.4,1.0,1.0,5.0,0.0,59.0,-0.06,-2.23,3.99,0.02,8.4,312.2,-0.0,-0.04,-0.0,118.435,183816.3,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=2066-lhs-large_CROWN-FIRE-MODEL=0_time_of_arrival.tif,inputs,0,.FALSE.,0.0,0.0,0.0,2.63,12.077,22.514,43.006,62.749,83.922,109.246,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.089,0.089,0.139,0.197,0.273,0.3,0.364,None,.TRUE.,0.1,0.2,0.1,0.2,305.0,1.0,643.0,1.0,3.0,0.1,0.2,0.1,0.4,1.0,1.0,5.0,0.0,59.0,-0.06,-2.23,3.99,0.02,8.4,312.2,-0.0,-0.04,-0.0,119.369,184947.9,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=2065-lhs-large_CROWN-FIRE-MODEL=0_time_of_arrival.tif,inputs,0,.FALSE.,0.0,0.0,0.0,2.614,12.075,22.638,42.971,63.003,84.089,108.731,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.087,0.089,0.14,0.198,0.274,0.3,0.361,None,.TRUE.,0.1,0.2,0.1,0.2,305.0,1.0,643.0,1.0,3.0,0.1,0.2,0.1,0.4,1.0,1.0,5.0,0.0,59.0,-0.06,-2.23,3.99,0.02,8.4,312.2,-0.0,-0.04,-0.0,116.323,183891.0,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=2064-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,0,.FALSE.,2.0,0.0,0.0,110.077,497.685,960.232,1480.839,1864.86,2327.746,2575.524,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.172,0.165,0.104,0.116,0.11,0.12,0.114,None,.TRUE.,0.1,0.8,0.1,0.8,5508.0,1.0,674.0,1.0,3.0,0.1,0.5,0.1,0.2,1.0,1.0,5.0,0.0,57.0,0.06,-3.63,4.98,0.08,15.9,-284.1,-0.09,0.02,0.02,,,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=2063-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,0,.FALSE.,2.0,0.0,0.0,109.763,497.148,931.073,1393.653,1738.469,2245.13,2484.915,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.171,0.163,0.106,0.12,0.114,0.124,0.116,None,.TRUE.,0.1,0.8,0.1,0.8,5508.0,1.0,674.0,1.0,3.0,0.1,0.5,0.1,0.2,1.0,1.0,5.0,0.0,57.0,0.06,-3.63,4.98,0.08,15.9,-284.1,-0.09,0.02,0.1,,,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=2062-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,0,.FALSE.,2.0,0.0,0.0,107.835,496.489,950.942,1456.358,1781.276,2269.906,2521.714,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.176,0.164,0.104,0.115,0.112,0.123,0.116,None,.TRUE.,0.1,0.8,0.1,0.8,5508.0,1.0,674.0,1.0,3.0,0.1,0.5,0.1,0.2,1.0,1.0,5.0,0.0,57.0,0.06,-3.63,4.98,0.08,15.9,-284.1,-0.09,0.06,0.02,,,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=2061-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,0,.FALSE.,2.0,0.0,0.0,0.074,14.625,35.014,79.774,116.228,213.952,241.883,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.0,0.066,0.169,0.33,0.407,0.432,0.426,None,.TRUE.,0.1,0.8,0.1,0.8,5508.0,1.0,674.0,1.0,3.0,0.1,0.5,0.1,0.2,1.0,1.0,5.0,0.0,57.0,0.06,-3.63,4.98,0.08,15.9,-284.1,0.1,0.02,0.02,,,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=2060-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,0,.FALSE.,2.0,0.0,0.0,90.256,430.66,818.947,1208.768,1532.199,1989.004,2285.819,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.19,0.167,0.115,0.133,0.124,0.136,0.123,None,.TRUE.,0.1,0.8,0.1,0.8,5508.0,1.0,674.0,1.0,3.0,0.1,0.5,0.1,0.2,1.0,1.0,5.0,0.0,57.0,0.06,-3.63,4.98,-0.08,15.9,-284.1,-0.09,0.02,0.02,,,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=2059-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,0,.FALSE.,2.0,0.0,0.0,91.329,439.151,829.555,1232.809,1581.964,2042.083,2376.766,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.189,0.169,0.115,0.131,0.121,0.133,0.12,None,.TRUE.,0.1,0.8,0.1,0.8,5508.0,1.0,674.0,1.0,3.0,0.1,0.5,0.1,0.2,1.0,1.0,5.0,0.0,57.0,0.06,-3.63,0.08,-3.01,15.9,-284.1,-0.09,0.02,0.02,,,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=2058-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,0,.FALSE.,2.0,0.0,0.0,10.14,48.94,106.489,190.675,260.056,365.052,486.865,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.295,0.246,0.255,0.378,0.39,0.385,0.353,None,.TRUE.,0.1,0.8,0.1,0.8,5508.0,1.0,674.0,1.0,3.0,0.1,0.5,0.1,0.2,1.0,1.0,5.0,0.0,57.0,0.06,2.77,4.98,0.08,15.9,-284.1,-0.09,0.02,0.02,,,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=2057-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,0,.FALSE.,2.0,0.0,0.0,109.685,484.398,924.305,1365.917,1728.665,2258.21,2544.953,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.171,0.167,0.107,0.122,0.115,0.124,0.115,None,.TRUE.,0.1,0.8,0.1,0.8,5508.0,1.0,674.0,1.0,3.0,0.1,0.5,0.1,0.2,1.0,1.0,5.0,0.0,57.0,0.04,-3.63,4.98,0.08,15.9,-284.1,-0.09,0.02,0.02,,,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=2056-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,0,.FALSE.,2.0,0.0,0.0,170.37,744.466,1053.638,1533.608,1758.366,2153.394,2598.43,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.083,0.092,0.088,0.121,0.124,0.138,0.116,None,.TRUE.,0.1,0.8,0.1,0.8,5508.0,1.0,674.0,1.0,3.0,0.1,0.5,0.1,0.2,1.0,1.0,5.0,0.0,57.0,0.06,-3.63,4.98,0.08,15.9,-47.8,-0.09,0.02,0.02,,,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=2055-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,0,.FALSE.,2.0,0.0,0.0,106.101,499.23,954.994,1404.411,1780.646,2326.761,2580.216,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.173,0.163,0.105,0.12,0.111,0.12,0.113,None,.TRUE.,0.1,0.8,0.1,0.8,5508.0,1.0,674.0,1.0,3.0,0.1,0.5,0.1,0.2,1.0,1.0,5.0,0.0,57.0,0.06,-3.63,4.98,0.08,18.4,-284.1,-0.09,0.02,0.02,,,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=2054-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,0,.FALSE.,2.0,0.0,0.0,106.153,491.512,926.581,1366.92,1734.984,2257.217,2475.973,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.175,0.163,0.106,0.122,0.114,0.124,0.116,None,.TRUE.,0.1,0.8,0.1,0.8,5508.0,1.0,674.0,1.0,3.0,0.1,0.5,0.1,0.2,1.0,1.0,5.0,0.0,57.0,0.06,-3.63,4.98,0.08,15.9,-284.1,-0.09,0.02,0.02,,,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=2053-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,0,.FALSE.,2.0,0.0,0.0,111.956,498.998,952.576,1416.927,1771.608,2280.211,2527.449,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.171,0.164,0.104,0.117,0.111,0.122,0.115,None,.TRUE.,0.1,0.8,0.1,0.8,5508.0,1.0,674.0,1.0,3.0,0.1,0.5,0.1,0.2,1.0,1.0,5.0,0.0,9.0,0.06,-3.63,4.98,0.08,15.9,-284.1,-0.09,0.02,0.02,,,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=2052-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,0,.FALSE.,2.0,0.0,0.0,108.626,490.837,923.898,1388.498,1752.753,2257.01,2538.32,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.172,0.165,0.108,0.121,0.114,0.124,0.115,None,.TRUE.,0.1,0.8,0.1,0.6,5508.0,1.0,674.0,1.0,3.0,0.1,0.5,0.1,0.2,1.0,1.0,5.0,0.0,57.0,0.06,-3.63,4.98,0.08,15.9,-284.1,-0.09,0.02,0.02,,,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=2051-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,0,.FALSE.,2.0,0.0,0.0,109.851,495.506,947.224,1463.637,1862.826,2324.794,2528.573,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.169,0.163,0.105,0.116,0.11,0.12,0.114,None,.TRUE.,0.1,0.7,0.1,0.8,5508.0,1.0,674.0,1.0,3.0,0.1,0.5,0.1,0.2,1.0,1.0,5.0,0.0,57.0,0.06,-3.63,4.98,0.08,15.9,-284.1,-0.09,0.02,0.02,,,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=2050-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,0,.FALSE.,2.0,0.0,0.0,110.168,489.725,921.478,1416.667,1807.101,2283.836,2551.506,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.17,0.166,0.108,0.12,0.113,0.123,0.114,None,.TRUE.,0.1,0.8,0.1,0.8,5508.0,1.0,674.0,1.0,3.0,0.1,0.5,0.1,0.2,1.0,1.0,2.0,0.0,57.0,0.06,-3.63,4.98,0.08,15.9,-284.1,-0.09,0.02,0.02,,,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=2049-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,0,.FALSE.,2.0,0.0,0.0,111.558,498.927,949.627,1464.799,1860.026,2323.646,2572.68,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.169,0.163,0.105,0.117,0.11,0.12,0.114,None,.TRUE.,0.1,0.8,0.1,0.8,5508.0,1.0,674.0,1.0,3.0,0.1,0.5,0.1,0.9,1.0,1.0,5.0,0.0,57.0,0.06,-3.63,4.98,0.08,15.9,-284.1,-0.09,0.02,0.02,,,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=2048-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,0,.FALSE.,2.0,0.0,0.0,106.859,497.758,932.484,1393.424,1734.462,2259.056,2540.695,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.177,0.163,0.106,0.12,0.114,0.124,0.115,None,.TRUE.,0.1,0.8,0.1,0.8,5508.0,1.0,674.0,1.0,3.0,0.1,0.7,0.1,0.2,1.0,1.0,5.0,0.0,57.0,0.06,-3.63,4.98,0.08,15.9,-284.1,-0.09,0.02,0.02,,,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=2047-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,0,.FALSE.,2.0,0.0,0.0,106.859,497.758,932.484,1393.424,1734.462,2259.056,2540.695,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.177,0.163,0.106,0.12,0.114,0.124,0.115,None,.TRUE.,0.1,0.8,0.1,0.8,5508.0,1.0,674.0,1.0,2.0,0.1,0.5,0.1,0.2,1.0,1.0,5.0,0.0,57.0,0.06,-3.63,4.98,0.08,15.9,-284.1,-0.09,0.02,0.02,,,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=2046-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,0,.FALSE.,2.0,0.0,0.0,109.469,490.242,921.599,1363.543,1736.016,2269.599,2550.368,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.171,0.164,0.107,0.122,0.114,0.123,0.114,None,.TRUE.,0.1,0.8,0.1,0.8,5508.0,1.0,1636.0,1.0,3.0,0.1,0.5,0.1,0.2,1.0,1.0,5.0,0.0,57.0,0.06,-3.63,4.98,0.08,15.9,-284.1,-0.09,0.02,0.02,,,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=2045-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,0,.FALSE.,2.0,0.0,0.0,109.469,490.242,921.599,1363.543,1736.016,2269.599,2550.368,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.171,0.164,0.107,0.122,0.114,0.123,0.114,None,.TRUE.,0.1,0.8,0.1,0.8,5508.0,1.0,674.0,1.0,3.0,0.1,0.5,0.1,0.2,1.0,1.0,5.0,0.0,57.0,0.06,-3.63,4.98,0.08,15.9,-284.1,-0.09,0.02,0.02,,,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=2044-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,0,.FALSE.,2.0,0.0,0.0,111.558,498.927,949.627,1464.799,1860.026,2323.646,2572.68,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.169,0.163,0.105,0.117,0.11,0.12,0.114,None,.TRUE.,0.1,0.8,0.1,0.8,3305.0,1.0,674.0,1.0,3.0,0.1,0.5,0.1,0.2,1.0,1.0,5.0,0.0,57.0,0.06,-3.63,4.98,0.08,15.9,-284.1,-0.09,0.02,0.02,,,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=2043-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,0,.FALSE.,2.0,0.0,0.0,106.859,497.758,932.484,1393.424,1734.462,2259.056,2540.695,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.177,0.163,0.106,0.12,0.114,0.124,0.115,None,.TRUE.,0.1,0.8,0.1,0.8,5508.0,1.0,674.0,1.0,3.0,0.1,0.5,0.1,0.2,1.0,1.0,5.0,0.0,57.0,0.06,-3.63,4.98,0.08,15.9,-284.1,-0.09,0.02,0.02,,,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=2042-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,0,.FALSE.,2.0,0.0,0.0,110.552,493.684,911.944,1401.611,1817.841,2311.085,2571.574,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.169,0.165,0.108,0.121,0.112,0.121,0.114,None,.TRUE.,0.1,0.8,0.1,0.8,5508.0,1.0,674.0,1.0,3.0,0.1,0.5,0.1,0.2,1.0,1.0,5.0,0.0,57.0,0.06,-3.63,4.98,0.08,15.9,-284.1,-0.09,0.02,0.02,,,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=2041-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,0,.FALSE.,2.0,0.0,0.0,111.558,498.927,949.627,1464.799,1860.026,2323.646,2572.68,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.169,0.163,0.105,0.117,0.11,0.12,0.114,None,.TRUE.,0.1,0.8,0.1,0.8,5508.0,1.0,674.0,1.0,3.0,0.1,0.5,0.1,0.2,1.0,1.0,5.0,0.0,57.0,0.06,-3.63,4.98,0.08,15.9,-284.1,-0.09,0.02,0.02,,,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=2040-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,0,.FALSE.,2.0,0.0,0.0,0.048,2.747,6.838,12.629,17.41,23.694,27.744,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.0,0.019,0.055,0.073,0.089,0.092,0.104,None,.TRUE.,0.1,0.7,0.1,0.6,3305.0,1.0,1636.0,1.0,2.0,0.1,0.7,0.1,0.9,1.0,1.0,2.0,0.0,9.0,0.04,2.77,-0.08,-3.01,18.4,-47.8,0.1,0.06,0.02,,,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=2039-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,0,.FALSE.,2.0,0.0,0.0,0.051,4.513,8.296,14.666,20.784,27.991,32.658,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.0,0.033,0.067,0.08,0.1,0.109,0.123,None,.TRUE.,0.1,0.7,0.1,0.6,3305.0,1.0,1636.0,1.0,2.0,0.1,0.7,0.1,0.9,1.0,1.0,2.0,0.0,9.0,0.04,2.77,-0.08,-3.01,18.4,-47.8,0.1,0.02,0.1,,,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=2038-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,0,.FALSE.,2.0,0.0,0.0,3.187,23.929,47.276,86.214,132.963,207.088,313.208,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.073,0.135,0.212,0.301,0.471,0.524,0.503,None,.TRUE.,0.1,0.7,0.1,0.6,3305.0,1.0,1636.0,1.0,2.0,0.1,0.7,0.1,0.9,1.0,1.0,2.0,0.0,9.0,0.04,2.77,-0.08,-3.01,18.4,-47.8,-0.09,0.06,0.1,,,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=2037-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,0,.FALSE.,2.0,0.0,0.0,0.052,2.757,7.093,12.779,17.843,24.301,28.454,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.0,0.019,0.057,0.073,0.091,0.094,0.107,None,.TRUE.,0.1,0.7,0.1,0.6,3305.0,1.0,1636.0,1.0,2.0,0.1,0.7,0.1,0.9,1.0,1.0,2.0,0.0,9.0,0.04,2.77,0.08,-3.01,18.4,-47.8,0.1,0.06,0.1,,,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=2036-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,0,.FALSE.,2.0,0.0,0.0,0.045,2.746,6.501,12.258,17.287,23.731,27.919,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.0,0.02,0.052,0.07,0.088,0.092,0.104,None,.TRUE.,0.1,0.7,0.1,0.6,3305.0,1.0,1636.0,1.0,2.0,0.1,0.7,0.1,0.9,1.0,1.0,2.0,0.0,9.0,0.04,2.77,4.98,-0.08,18.4,-47.8,0.1,0.06,0.1,,,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=2035-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,0,.FALSE.,2.0,0.0,0.0,1.187,19.109,27.861,52.058,70.256,102.772,113.394,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.013,0.087,0.125,0.191,0.259,0.292,0.307,None,.TRUE.,0.1,0.7,0.1,0.6,3305.0,1.0,1636.0,1.0,2.0,0.1,0.7,0.1,0.9,1.0,1.0,2.0,0.0,9.0,0.04,-3.63,-0.08,-3.01,18.4,-47.8,0.1,0.06,0.1,,,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=2034-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,0,.FALSE.,2.0,0.0,0.0,0.044,2.614,6.836,12.536,17.546,23.945,28.064,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.0,0.017,0.056,0.071,0.089,0.093,0.105,None,.TRUE.,0.1,0.7,0.1,0.6,3305.0,1.0,1636.0,1.0,2.0,0.1,0.7,0.1,0.9,1.0,1.0,2.0,0.0,9.0,0.06,2.77,-0.08,-3.01,18.4,-47.8,0.1,0.06,0.1,,,
inputs=inputs_WIND=_SPOTTING=_S-CONFIG=2033-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,0,.FALSE.,2.0,0.0,0.0,0.104,3.477,7.741,12.436,18.601,26.207,30.143,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.002,0.025,0.062,0.074,0.1,0.103,0.114,None,.TRUE.,0.1,0.7,0.1,0.6,3305.0,1.0,1636.0,1.0,2.0,0.1,0.7,0.1,0.9,1.0,1.0,2.0,0.0,9.0,0.04,2.77,-0.08,-3.01,18.4,-284.1,0.1,0.06,0.1,,,
